"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/punch_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/punch_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/punch_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/quick_charge_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/quick_charge_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/quick_charge_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/quick_charge_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/respiration_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/respiration_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/respiration_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/respiration_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/respiration_level_6","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/riptide_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/riptide_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/riptide_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sharpness_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sharpness_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sharpness_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sharpness_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sharpness_level_6","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sharpness_level_7","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sharpness_level_8","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/smite_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/smite_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/smite_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/smite_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/smite_level_6","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/smite_level_7","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/smite_level_8","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/soul_speed_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/soul_speed_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/soul_speed_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sweeping_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sweeping_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sweeping_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sweeping_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sweeping_level_6","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/sweeping_level_7","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/swift_sneak_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/swift_sneak_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/swift_sneak_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/swift_sneak_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/thorns_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/thorns_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/thorns_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/thorns_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/thorns_level_6","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/unbreaking_level_2","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/unbreaking_level_3","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/unbreaking_level_4","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/unbreaking_level_5","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:enchantment_upgrade/vanilla/unbreaking_level_6","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:mod_integration/supplementaries/enchanter/book_stasis","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_book",1068,"Enchanted Book","spectrum:primordial_fire_burning/enchanted_book_unsouling","c:books, supplementaries:placeable_books, minecraft:bookshelf_books, bookshelf:books"
"Spectrum","minecraft:enchanted_golden_apple",845,"Enchanted Golden Apple","spectrum:enchanter/enchanted_golden_apple","c:foods, dynamiccrosshair:usable, dynamiccrosshair:always_usable, minecraft:piglin_loved"
"Spectrum","minecraft:experience_bottle",1044,"Bottle o' Enchanting","spectrum:potion_workshop_crafting/experience_bottle","dynamiccrosshair:throwables"
"Spectrum","minecraft:exposed_copper",79,"Exposed Copper","spectrum:midnight_solution_converting/copper/exposed_copper",""
"Spectrum","minecraft:exposed_cut_copper",83,"Exposed Cut Copper","spectrum:midnight_solution_converting/copper/exposed_cut_copper",""
"Spectrum","minecraft:exposed_cut_copper_slab",91,"Exposed Cut Copper Slab","spectrum:midnight_solution_converting/copper/exposed_cut_copper_slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Spectrum","minecraft:exposed_cut_copper_stairs",87,"Exposed Cut Copper Stairs","spectrum:midnight_solution_converting/copper/exposed_cut_copper_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Spectrum","minecraft:fermented_spider_eye",960,"Fermented Spider Eye","spectrum:titration_barrel/fermented_spider_eyes",""
"Spectrum","minecraft:flint",840,"Flint","spectrum:midnight_solution_converting/flint",""
"Spectrum","minecraft:gilded_blackstone",1180,"Gilded Blackstone","spectrum:fusion_shrine/vanilla/gilded_blackstone","minecraft:piglin_loved"
"Spectrum","minecraft:glass",166,"Glass","spectrum:cinderhearth/vanilla/glass","c:glass_blocks, c:colorless_glass, c:silica_glass"
"Spectrum","minecraft:glow_ink_sac",902,"Glow Ink Sac","spectrum:anvil_crushing/dye/glow_dye_from_humming_bell",""
"Spectrum","minecraft:glow_ink_sac",902,"Glow Ink Sac","spectrum:crafting_table/flora/glow_dye_from_humming_bell",""
"Spectrum","minecraft:glowstone_dust",894,"Glowstone Dust","spectrum:anvil_crushing/crystallarieum_growables/glowstone_from_buds","c:dusts/glowstone, c:dusts"
"Spectrum","minecraft:glowstone_dust",894,"Glowstone Dust","spectrum:anvil_crushing/crystallarieum_growables/glowstone_from_cluster","c:dusts/glowstone, c:dusts"
"Spectrum","minecraft:glowstone_dust",894,"Glowstone Dust","spectrum:anvil_crushing/vanilla_pulverising/glowstone_dust_from_glowstone","c:dusts/glowstone, c:dusts"
"Spectrum","minecraft:glowstone_dust",894,"Glowstone Dust","spectrum:blasting/pure_resources/glowstone","c:dusts/glowstone, c:dusts"
"Spectrum","minecraft:glowstone_dust",894,"Glowstone Dust","spectrum:cinderhearth/pure_resources/glowstone","c:dusts/glowstone, c:dusts"
"Spectrum","minecraft:glowstone_dust",894,"Glowstone Dust","spectrum:potion_workshop_reacting/glowstone_dust","c:dusts/glowstone, c:dusts"
"Spectrum","minecraft:gold_ingot",774,"Gold Ingot","spectrum:anvil_crushing/crystallarieum_growables/gold_from_buds","minecraft:piglin_loved, balm:ingots, minecraft:trim_materials, minecraft:beacon_payment_items, c:gold_ingots, c:ingots"
"Spectrum","minecraft:gold_ingot",774,"Gold Ingot","spectrum:anvil_crushing/crystallarieum_growables/gold_from_cluster","minecraft:piglin_loved, balm:ingots, minecraft:trim_materials, minecraft:beacon_payment_items, c:gold_ingots, c:ingots"
"Spectrum","minecraft:gold_ingot",774,"Gold Ingot","spectrum:anvil_crushing/vanilla_items/gold_ingots_from_golden_horse_armor","minecraft:piglin_loved, balm:ingots, minecraft:trim_materials, minecraft:beacon_payment_items, c:gold_ingots, c:ingots"
"Spectrum","minecraft:gold_ingot",774,"Gold Ingot","spectrum:blasting/blackslag_ores/gold","minecraft:piglin_loved, balm:ingots, minecraft:trim_materials, minecraft:beacon_payment_items, c:gold_ingots, c:ingots"
"Spectrum","minecraft:gold_ingot",774,"Gold Ingot","spectrum:blasting/pure_resources/gold","minecraft:piglin_loved, balm:ingots, minecraft:trim_materials, minecraft:beacon_payment_items, c:gold_ingots, c:ingots"
"Spectrum","minecraft:gold_ingot",774,"Gold Ingot","spectrum:cinderhearth/pure_resources/gold","minecraft:piglin_loved, balm:ingots, minecraft:trim_materials, minecraft:beacon_payment_items, c:gold_ingots, c:ingots"
"Spectrum","minecraft:gold_ingot",774,"Gold Ingot","spectrum:smelting/blackslag_ores/gold","minecraft:piglin_loved, balm:ingots, minecraft:trim_materials, minecraft:beacon_payment_items, c:gold_ingots, c:ingots"
"Spectrum","minecraft:gold_nugget",955,"Gold Nugget","spectrum:anvil_crushing/gold_nugget_from_glistering_melon","c:nuggets, balm:nuggets, spectral_seas:grave_treasure, c:gold_nuggets, balm:gold_nuggets"
"Spectrum","minecraft:gold_nugget",955,"Gold Nugget","spectrum:anvil_crushing/vanilla_items/gold_nuggets_from_glistering_melon","c:nuggets, balm:nuggets, spectral_seas:grave_treasure, c:gold_nuggets, balm:gold_nuggets"
"Spectrum","minecraft:gold_nugget",955,"Gold Nugget","spectrum:anvil_crushing/vanilla_pulverising/gold_nugget_from_gilded_blackstone","c:nuggets, balm:nuggets, spectral_seas:grave_treasure, c:gold_nuggets, balm:gold_nuggets"
"Spectrum","minecraft:gold_nugget",955,"Gold Nugget","spectrum:smelting/glistering_melon_to_gold_nugget","c:nuggets, balm:nuggets, spectral_seas:grave_treasure, c:gold_nuggets, balm:gold_nuggets"
"Spectrum","minecraft:golden_apple",844,"Golden Apple","spectrum:midnight_solution_converting/golden_apple_disenchanting","dynamiccrosshair:usable, c:foods, minecraft:piglin_loved, dynamiccrosshair:always_usable, naturalist:giraffe_food_items"
"Spectrum","minecraft:golden_carrot",1056,"Golden Carrot","spectrum:midnight_solution_converting/golden_carrot_disenchanting","minecraft:piglin_loved, c:foods, dynamiccrosshair:usable"
"Spectrum","minecraft:golden_horse_armor",1079,"Golden Horse Armor","spectrum:fusion_shrine/vanilla/golden_horse_armor","c:horse_armor, minecraft:piglin_loved"
"Spectrum","minecraft:gravel",48,"Gravel","spectrum:anvil_crushing/vanilla_pulverising/gravel_from_cobblestone","c:gravel"
"Spectrum","minecraft:gravel",48,"Gravel","spectrum:anvil_crushing/vanilla_pulverising/gravel_from_cobblestone_stairs","c:gravel"
"Spectrum","minecraft:gravel",48,"Gravel","spectrum:anvil_crushing/vanilla_pulverising/gravel_from_cobblestone_wall","c:gravel"
"Spectrum","minecraft:gravel",48,"Gravel","spectrum:anvil_crushing/vanilla_pulverising/gravel_from_infested_cobblestone","c:gravel"
"Spectrum","minecraft:gravel",48,"Gravel","spectrum:anvil_crushing/vanilla_pulverising/gravel_from_mossy_cobblestone","c:gravel"
"Spectrum","minecraft:gravel",48,"Gravel","spectrum:anvil_crushing/vanilla_pulverising/gravel_from_mossy_cobblestone_wall","c:gravel"
"Spectrum","minecraft:gray_concrete_powder",556,"Gray Concrete Powder","spectrum:anvil_crushing/vanilla_pulverising/gray_concrete_powder_from_gray_concrete","supplementaries:concrete_powders"
"Spectrum","minecraft:gray_dye",911,"Gray Dye","spectrum:crafting_table/pigment_to_dye/gray_pigment_to_gray_dye","minecraft:dyes, c:gray_dyes, c:dyes, spectrum:dyes, balm:gray_dyes, balm:dyes, supplementaries:blackboard_gray"
"Spectrum","minecraft:green_concrete_powder",562,"Green Concrete Powder","spectrum:anvil_crushing/vanilla_pulverising/green_concrete_powder_from_green_concrete","supplementaries:concrete_powders"
"Spectrum","minecraft:green_dye",917,"Green Dye","spectrum:anvil_crushing/dye/green_dye_from_cactus","minecraft:dyes, c:dyes, spectrum:dyes, balm:green_dyes, supplementaries:blackboard_green, balm:dyes, c:green_dyes"
"Spectrum","minecraft:green_dye",917,"Green Dye","spectrum:anvil_crushing/dye/green_dye_from_clover","minecraft:dyes, c:dyes, spectrum:dyes, balm:green_dyes, supplementaries:blackboard_green, balm:dyes, c:green_dyes"
"Spectrum","minecraft:green_dye",917,"Green Dye","spectrum:anvil_crushing/dye/green_dye_from_four_leaf_clover","minecraft:dyes, c:dyes, spectrum:dyes, balm:green_dyes, supplementaries:blackboard_green, balm:dyes, c:green_dyes"
"Spectrum","minecraft:green_dye",917,"Green Dye","spectrum:crafting_table/pigment_to_dye/green_pigment_to_green_dye","minecraft:dyes, c:dyes, spectrum:dyes, balm:green_dyes, supplementaries:blackboard_green, balm:dyes, c:green_dyes"
"Spectrum","minecraft:gunpowder",812,"Gunpowder","spectrum:midnight_solution_converting/glowstone","supplementaries:hourglass_dusts, c:gunpowder, galosphere:bomb_explosion_modifiers"
"Spectrum","minecraft:gunpowder",812,"Gunpowder","spectrum:potion_workshop_reacting/gunpowder","supplementaries:hourglass_dusts, c:gunpowder, galosphere:bomb_explosion_modifiers"
"Spectrum","minecraft:heart_of_the_sea",1142,"Heart of the Sea","spectrum:spirit_instiller/heart_of_the_sea",""
"Spectrum","minecraft:honey_bottle",1173,"Honey Bottle","spectrum:potion_workshop_crafting/honey_bottle","dynamiccrosshair:always_usable, c:foods, dynamiccrosshair:usable"
"Spectrum","minecraft:honey_bottle",1173,"Honey Bottle","spectrum:titration_barrel/honey","dynamiccrosshair:always_usable, c:foods, dynamiccrosshair:usable"
"Spectrum","minecraft:honeycomb",1170,"Honeycomb","spectrum:anvil_crushing/vanilla_pulverising/honeycomb_from_honeycomb_block","naturalist:bear_tempt_items, dynamiccrosshair:usable"
"Spectrum","minecraft:iron_ingot",770,"Iron Ingot","spectrum:anvil_crushing/crystallarieum_growables/iron_from_buds","minecraft:trim_materials, c:iron_ingots, balm:ingots, minecraft:beacon_payment_items, hookshot:hookshot_repair_items, c:ingots, balm:iron_ingots"
"Spectrum","minecraft:iron_ingot",770,"Iron Ingot","spectrum:anvil_crushing/crystallarieum_growables/iron_from_cluster","minecraft:trim_materials, c:iron_ingots, balm:ingots, minecraft:beacon_payment_items, hookshot:hookshot_repair_items, c:ingots, balm:iron_ingots"
"Spectrum","minecraft:iron_ingot",770,"Iron Ingot","spectrum:anvil_crushing/vanilla_items/iron_ingots_from_iron_horse_armor","minecraft:trim_materials, c:iron_ingots, balm:ingots, minecraft:beacon_payment_items, hookshot:hookshot_repair_items, c:ingots, balm:iron_ingots"
"Spectrum","minecraft:iron_ingot",770,"Iron Ingot","spectrum:blasting/blackslag_ores/iron","minecraft:trim_materials, c:iron_ingots, balm:ingots, minecraft:beacon_payment_items, hookshot:hookshot_repair_items, c:ingots, balm:iron_ingots"
"Spectrum","minecraft:iron_ingot",770,"Iron Ingot","spectrum:blasting/pure_resources/iron","minecraft:trim_materials, c:iron_ingots, balm:ingots, minecraft:beacon_payment_items, hookshot:hookshot_repair_items, c:ingots, balm:iron_ingots"
"Spectrum","minecraft:iron_ingot",770,"Iron Ingot","spectrum:cinderhearth/pure_resources/iron","minecraft:trim_materials, c:iron_ingots, balm:ingots, minecraft:beacon_payment_items, hookshot:hookshot_repair_items, c:ingots, balm:iron_ingots"
"Spectrum","minecraft:iron_ingot",770,"Iron Ingot","spectrum:smelting/blackslag_ores/iron","minecraft:trim_materials, c:iron_ingots, balm:ingots, minecraft:beacon_payment_items, hookshot:hookshot_repair_items, c:ingots, balm:iron_ingots"
"Spectrum","minecraft:iron_nugget",1119,"Iron Nugget","spectrum:anvil_crushing/vanilla_items/iron_nuggets_from_chain","c:nuggets, c:iron_nuggets, balm:nuggets, balm:iron_nuggets"
"Spectrum","minecraft:lantern",1163,"Lantern","spectrum:primordial_fire_burning/soul_lantern_unsouling","c:lanterns, trinkets:legs/belt"
"Spectrum","minecraft:lapis_lazuli",766,"Lapis Lazuli","spectrum:anvil_crushing/crystallarieum_growables/lapis_from_buds","c:lapis, c:gems, c:enchanting_fuels, balm:gems, minecraft:trim_materials"
"Spectrum","minecraft:lapis_lazuli",766,"Lapis Lazuli","spectrum:anvil_crushing/crystallarieum_growables/lapis_from_cluster","c:lapis, c:gems, c:enchanting_fuels, balm:gems, minecraft:trim_materials"
"Spectrum","minecraft:lapis_lazuli",766,"Lapis Lazuli","spectrum:blasting/blackslag_ores/lapis_lazuli","c:lapis, c:gems, c:enchanting_fuels, balm:gems, minecraft:trim_materials"
"Spectrum","minecraft:lapis_lazuli",766,"Lapis Lazuli","spectrum:blasting/pure_resources/lapis","c:lapis, c:gems, c:enchanting_fuels, balm:gems, minecraft:trim_materials"
"Spectrum","minecraft:lapis_lazuli",766,"Lapis Lazuli","spectrum:cinderhearth/pure_resources/lapis","c:lapis, c:gems, c:enchanting_fuels, balm:gems, minecraft:trim_materials"
"Spectrum","minecraft:lapis_lazuli",766,"Lapis Lazuli","spectrum:potion_workshop_reacting/lapis_lazuli","c:lapis, c:gems, c:enchanting_fuels, balm:gems, minecraft:trim_materials"
"Spectrum","minecraft:lapis_lazuli",766,"Lapis Lazuli","spectrum:smelting/blackslag_ores/lapis_lazuli","c:lapis, c:gems, c:enchanting_fuels, balm:gems, minecraft:trim_materials"
"Spectrum","minecraft:lava_bucket",870,"Lava Bucket","spectrum:potion_workshop_crafting/lava_bucket","dynamiccrosshair:blocks, c:lava_buckets"
"Spectrum","minecraft:leather",873,"Leather","spectrum:anvil_crushing/vanilla_items/leather_from_leather_horse_armor","c:leather, minecraft:ignored_by_piglin_babies"
"Spectrum","minecraft:leather",873,"Leather","spectrum:anvil_crushing/vanilla_items/leather_from_saddle","c:leather, minecraft:ignored_by_piglin_babies"
"Spectrum","minecraft:light_blue_concrete_powder",552,"Light Blue Concrete Powder","spectrum:anvil_crushing/vanilla_pulverising/light_blue_concrete_powder_from_light_blue_concrete","supplementaries:concrete_powders"
"Spectrum","minecraft:light_blue_dye",907,"Light Blue Dye","spectrum:anvil_crushing/dye/light_blue_dye_from_blue_orchid","minecraft:dyes, balm:light_blue_dyes, c:dyes, supplementaries:blackboard_light_blue, spectrum:dyes, c:light_blue_dyes, balm:dyes"
"Spectrum","minecraft:light_blue_dye",907,"Light Blue Dye","spectrum:crafting_table/pigment_to_dye/light_blue_pigment_to_light_blue_dye","minecraft:dyes, balm:light_blue_dyes, c:dyes, supplementaries:blackboard_light_blue, spectrum:dyes, c:light_blue_dyes, balm:dyes"
"Spectrum","minecraft:light_gray_concrete_powder",557,"Light Gray Concrete Powder","spectrum:anvil_crushing/vanilla_pulverising/light_gray_concrete_powder_from_light_gray_concrete","supplementaries:concrete_powders"
"Spectrum","minecraft:light_gray_dye",912,"Light Gray Dye","spectrum:anvil_crushing/dye/light_gray_dye_from_azure_bluet","minecraft:dyes, c:dyes, c:light_gray_dyes, spectrum:dyes, balm:dyes, balm:light_gray_dyes, supplementaries:blackboard_light_gray"
"Spectrum","minecraft:light_gray_dye",912,"Light Gray Dye","spectrum:anvil_crushing/dye/light_gray_dye_from_oxeye_daisy","minecraft:dyes, c:dyes, c:light_gray_dyes, spectrum:dyes, balm:dyes, balm:light_gray_dyes, supplementaries:blackboard_light_gray"
"Spectrum","minecraft:light_gray_dye",912,"Light Gray Dye","spectrum:anvil_crushing/dye/light_gray_dye_from_white_tulip","minecraft:dyes, c:dyes, c:light_gray_dyes, spectrum:dyes, balm:dyes, balm:light_gray_dyes, supplementaries:blackboard_light_gray"
"Spectrum","minecraft:light_gray_dye",912,"Light Gray Dye","spectrum:crafting_table/pigment_to_dye/light_gray_pigment_to_light_gray_dye","minecraft:dyes, c:dyes, c:light_gray_dyes, spectrum:dyes, balm:dyes, balm:light_gray_dyes, supplementaries:blackboard_light_gray"
"Spectrum","minecraft:lily_pad",343,"Lily Pad","spectrum:dragonrot_converting/lilypad_from_dripleaf",""
"Spectrum","minecraft:lime_concrete_powder",554,"Lime Concrete Powder","spectrum:anvil_crushing/vanilla_pulverising/lime_concrete_powder_from_lime_concrete","supplementaries:concrete_powders"
"Spectrum","minecraft:lime_dye",909,"Lime Dye","spectrum:anvil_crushing/dye/lime_dye_from_sea_pickle","minecraft:dyes, c:dyes, c:lime_dyes, spectrum:dyes, balm:dyes, supplementaries:blackboard_lime, balm:lime_dyes"
"Spectrum","minecraft:lime_dye",909,"Lime Dye","spectrum:crafting_table/pigment_to_dye/lime_pigment_to_lime_dye","minecraft:dyes, c:dyes, c:lime_dyes, spectrum:dyes, balm:dyes, supplementaries:blackboard_lime, balm:lime_dyes"
"Spectrum","minecraft:magenta_concrete_powder",551,"Magenta Concrete Powder","spectrum:anvil_crushing/vanilla_pulverising/magenta_concrete_powder_from_magenta_concrete","supplementaries:concrete_powders"
"Spectrum","minecraft:magenta_dye",906,"Magenta Dye","spectrum:anvil_crushing/dye/magenta_dye_from_allium","spectrum:dyes, balm:dyes, supplementaries:blackboard_magenta, minecraft:dyes, c:magenta_dyes, balm:magenta_dyes, exposure:magenta_printing_dyes, c:dyes"
"Spectrum","minecraft:magenta_dye",906,"Magenta Dye","spectrum:anvil_crushing/dye/magenta_dye_from_lilac","spectrum:dyes, balm:dyes, supplementaries:blackboard_magenta, minecraft:dyes, c:magenta_dyes, balm:magenta_dyes, exposure:magenta_printing_dyes, c:dyes"
"Spectrum","minecraft:magenta_dye",906,"Magenta Dye","spectrum:crafting_table/pigment_to_dye/magenta_pigment_to_magenta_dye","spectrum:dyes, balm:dyes, supplementaries:blackboard_magenta, minecraft:dyes, c:magenta_dyes, balm:magenta_dyes, exposure:magenta_printing_dyes, c:dyes"
"Spectrum","minecraft:melon_seeds",946,"Melon Seeds","spectrum:anvil_crushing/vanilla_pulverising/melon_seeds_from_melon","naturalist:bird_food_items, c:seeds, c:melon_seeds"
