"Mod name","Registry name","Item ID","Display name","Tags"
"Minecraft","minecraft:end_stone_brick_slab","minecraft:end_stone_brick_slab","End Stone Brick Slab","spectrum:building_staffs_blacklisted, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, minecraft:slabs, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:end_stone_brick_stairs","minecraft:end_stone_brick_stairs","End Stone Brick Stairs","spectrum:multitool_mineable, minecraft:stairs, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, overworldify:everything_but_water"
"Minecraft","minecraft:end_stone_brick_wall","minecraft:end_stone_brick_wall","End Stone Brick Wall","supplementaries:walls, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, minecraft:walls, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:end_stone_bricks","minecraft:end_stone_bricks","End Stone Bricks","minecraft:mineable/pickaxe, overworldify:everything_but_water, artifacts:mineable/digging_claws, spectrum:multitool_mineable"
"Minecraft","minecraft:ender_chest","minecraft:ender_chest","Ender Chest","dynamiccrosshair:always_interactable, minecraft:mineable/pickaxe, minecraft:guarded_by_piglins, spectrum:multitool_mineable, dynamiccrosshair:interactable, overworldify:everything_but_water, c:chests, c:ender_chests, artifacts:mineable/digging_claws"
"Minecraft","minecraft:exposed_copper","minecraft:exposed_copper","Exposed Copper","spectrum:multitool_mineable, minecraft:needs_stone_tool, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, overworldify:everything_but_water"
"Minecraft","minecraft:exposed_cut_copper","minecraft:exposed_cut_copper","Exposed Cut Copper","spectrum:multitool_mineable, minecraft:needs_stone_tool, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, overworldify:everything_but_water"
"Minecraft","minecraft:exposed_cut_copper_slab","minecraft:exposed_cut_copper_slab","Exposed Cut Copper Slab","minecraft:mineable/pickaxe, minecraft:slabs, spectrum:multitool_mineable, artifacts:mineable/digging_claws, spectrum:building_staffs_blacklisted, overworldify:everything_but_water, minecraft:needs_stone_tool"
"Minecraft","minecraft:exposed_cut_copper_stairs","minecraft:exposed_cut_copper_stairs","Exposed Cut Copper Stairs","artifacts:mineable/digging_claws, minecraft:stairs, minecraft:mineable/pickaxe, minecraft:needs_stone_tool, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:farmland","minecraft:farmland","Farmland","artifacts:mineable/digging_claws, minecraft:big_dripleaf_placeable, minecraft:mineable/shovel, spectrum:decay/black_materia_conversions, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:fern","minecraft:fern","Fern","supplementaries:map_tint_grass_color, minecraft:mineable/axe, yigd:replace_soft_whitelist, naturalist:rhino_charge_breakable, minecraft:replaceable_by_trees, spectrum:deeper_down_feature_replaceables, overworldify:everything_but_water, artifacts:mineable/digging_claws, minecraft:sword_efficient, minecraft:enchantment_power_transmitter, minecraft:replaceable, spectrum:multitool_mineable"
"Minecraft","minecraft:fire","","Fire","minecraft:enchantment_power_transmitter, yigd:replace_soft_whitelist, vc_gliders:updraft, minecraft:dragon_transparent, supplementaries:lights_gunpowder, overworldify:everything_but_water, yigd:replace_grave_blacklist, minecraft:replaceable, minecraft:fire"
"Minecraft","minecraft:fire_coral","minecraft:fire_coral","Fire Coral","minecraft:corals, minecraft:underwater_bonemeals, overworldify:everything_but_water, minecraft:coral_plants"
"Minecraft","minecraft:fire_coral_block","minecraft:fire_coral_block","Fire Coral Block","minecraft:coral_blocks, spectrum:multitool_mineable, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, overworldify:everything_but_water"
"Minecraft","minecraft:fire_coral_fan","minecraft:fire_coral_fan","Fire Coral Fan","minecraft:underwater_bonemeals, minecraft:corals, overworldify:everything_but_water"
"Minecraft","minecraft:fire_coral_wall_fan","minecraft:fire_coral_fan","Fire Coral Fan","minecraft:underwater_bonemeals, minecraft:wall_corals, overworldify:everything_but_water"
"Minecraft","minecraft:fletching_table","minecraft:fletching_table","Fletching Table","c:villager_job_sites, overworldify:everything_but_water, spectrum:multitool_mineable, artifacts:mineable/digging_claws, minecraft:mineable/axe"
"Minecraft","minecraft:flower_pot","minecraft:flower_pot","Flower Pot","musketmod:dropped_by_bullets, dynamiccrosshair:interactable, overworldify:everything_but_water, minecraft:flower_pots"
"Minecraft","minecraft:flowering_azalea","minecraft:flowering_azalea","Flowering Azalea","overworldify:everything_but_water, naturalist:dragonflies_spawnable_on, naturalist:butterflies_spawnable_on, spectrum:multitool_mineable, minecraft:sword_efficient, galosphere:oasis_replace, naturalist:rhino_charge_breakable, minecraft:mineable/axe, minecraft:saplings, artifacts:mineable/digging_claws, minecraft:flowers"
"Minecraft","minecraft:flowering_azalea_leaves","minecraft:flowering_azalea_leaves","Flowering Azalea Leaves","naturalist:dragonflies_spawnable_on, spectrum:multitool_mineable, minecraft:lava_pool_stone_cannot_replace, artifacts:mineable/digging_claws, minecraft:sword_efficient, naturalist:rhino_charge_breakable, minecraft:parrots_spawnable_on, supplementaries:hang_from_ropes, naturalist:vulture_perch_blocks, minecraft:replaceable_by_trees, galosphere:oasis_replace, minecraft:flowers, naturalist:butterflies_spawnable_on, supplementaries:map_tint_generic, minecraft:completes_find_tree_tutorial, naturalist:vultures_spawnable_on, minecraft:leaves, overworldify:everything_but_water, minecraft:mineable/hoe, naturalist:fireflies_spawnable_on, spectrum:decay/fading_conversions"
"Minecraft","minecraft:frogspawn","minecraft:frogspawn","Frogspawn","overworldify:everything_but_water"
"Minecraft","minecraft:frosted_ice","","Frosted Ice","ecologics:penguins_spawnable_on, minecraft:ice, overworldify:everything_but_water"
"Minecraft","minecraft:furnace","minecraft:furnace","Furnace","minecraft:mineable/pickaxe, spectrum:multitool_mineable, artifacts:mineable/digging_claws, overworldify:everything_but_water, dynamiccrosshair:always_interactable, dynamiccrosshair:interactable, supplementaries:bellows_tickable"
"Minecraft","minecraft:gilded_blackstone","minecraft:gilded_blackstone","Gilded Blackstone","spectrum:multitool_mineable, minecraft:mineable/pickaxe, minecraft:guarded_by_piglins, artifacts:mineable/digging_claws, overworldify:everything_but_water"
"Minecraft","minecraft:glass","minecraft:glass","Glass","minecraft:impermeable, c:silica_glass, c:glass_blocks, overworldify:everything_but_water, c:colorless_glass, spectrum:structure/transparent, supplementaries:brick_breakable_recursive"
"Minecraft","minecraft:glass_pane","minecraft:glass_pane","Glass Pane","musketmod:destroyed_by_bullets, supplementaries:brick_breakable_recursive, c:glass_panes, c:colorless_glass_panes, overworldify:everything_but_water"
"Minecraft","minecraft:glow_lichen","minecraft:glow_lichen","Glow Lichen","overworldify:everything_but_water, minecraft:replaceable_by_trees, spectrum:multitool_mineable, minecraft:replaceable, minecraft:inside_step_sound_blocks, minecraft:sword_efficient, minecraft:enchantment_power_transmitter, yigd:replace_soft_whitelist, artifacts:mineable/digging_claws, minecraft:mineable/axe"
"Minecraft","minecraft:glowstone","minecraft:glowstone","Glowstone","overworldify:everything_but_water, naturalist:moths_attracted_to"
"Minecraft","minecraft:gold_block","minecraft:gold_block","Block of Gold","c:gold_blocks, minecraft:mineable/pickaxe, minecraft:guarded_by_piglins, minecraft:beacon_base_blocks, spectrum:multitool_mineable, overworldify:everything_but_water, minecraft:needs_iron_tool, artifacts:mineable/digging_claws, c:storage_blocks"
"Minecraft","minecraft:gold_ore","minecraft:gold_ore","Gold Ore","spectrum:precipitation_source, minecraft:mineable/pickaxe, c:ore_rates/singular, overworldify:everything_but_water, minecraft:gold_ores, minecraft:needs_iron_tool, minecraft:guarded_by_piglins, galosphere:oasis_replace, c:gold_ores, spectrum:multitool_mineable, endermanoverhaul:cave_enderman_holdable, c:ores, artifacts:mineable/digging_claws, c:ores_in_ground/stone"
"Minecraft","minecraft:granite","minecraft:granite","Granite","spectrum:multitool_mineable, galosphere:spectres_spawn_on, minecraft:nether_carver_replaceables, spectrum:downstone_patch_replaceables, minecraft:overworld_carver_replaceables, minecraft:dripstone_replaceable_blocks, galosphere:sparkles_spawn_on, galosphere:oasis_generate_on, minecraft:azalea_root_replaceable, spectrum:deeper_down_carver_replaceables, minecraft:sculk_replaceable_world_gen, minecraft:mineable/pickaxe, minecraft:moss_replaceable, c:stone, minecraft:stone_ore_replaceables, minecraft:lush_ground_replaceable, minecraft:base_stone_overworld, spectrum:aloe_plantable, spectrum:precipitation_source, spellbound:base_overworld_blocks, overworldify:everything_but_water, galosphere:gravel_may_replace, minecraft:sculk_replaceable, endermanoverhaul:cave_enderman_holdable, galosphere:oasis_replace, artifacts:mineable/digging_claws"
"Minecraft","minecraft:granite_slab","minecraft:granite_slab","Granite Slab","spectrum:building_staffs_blacklisted, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, minecraft:slabs, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:granite_stairs","minecraft:granite_stairs","Granite Stairs","spectrum:multitool_mineable, minecraft:stairs, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, overworldify:everything_but_water"
"Minecraft","minecraft:granite_wall","minecraft:granite_wall","Granite Wall","supplementaries:walls, artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, minecraft:walls, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:grass","minecraft:grass","Grass","naturalist:dragonflies_spawnable_on, overworldify:everything_but_water, minecraft:replaceable_by_trees, yigd:replace_soft_whitelist, minecraft:mineable/axe, supplementaries:map_tint_grass_color, minecraft:replaceable, spectrum:multitool_mineable, minecraft:enchantment_power_transmitter, artifacts:mineable/digging_claws, minecraft:sword_efficient, naturalist:rhino_charge_breakable, spectrum:deeper_down_feature_replaceables, naturalist:butterflies_spawnable_on"
"Minecraft","minecraft:grass_block","minecraft:grass_block","Grass Block","spellbound:base_overworld_blocks, minecraft:wolves_spawnable_on, minecraft:azalea_grows_on, spectrum:deeper_down_carver_replaceables, minecraft:azalea_root_replaceable, minecraft:sculk_replaceable_world_gen, minecraft:goats_spawnable_on, naturalist:butterflies_spawnable_on, naturalist:fireflies_spawnable_on, supplementaries:map_tint_grass_color, minecraft:frogs_spawnable_on, overworldify:everything_but_water, galosphere:oasis_replace, spectrum:decay/black_materia_conversions, spectrum:precipitation_source, minecraft:valid_spawn, minecraft:enderman_holdable, minecraft:dirt, minecraft:rabbits_spawnable_on, minecraft:big_dripleaf_placeable, minecraft:mineable/shovel, naturalist:vultures_spawnable_on, minecraft:foxes_spawnable_on, naturalist:cattail_placeable, minecraft:nether_carver_replaceables, artifacts:rooted_boots_grass, minecraft:sculk_replaceable, minecraft:sniffer_diggable_block, naturalist:alligator_egg_layable_on, minecraft:moss_replaceable, spectrum:doombloom_plantable, naturalist:tortoise_egg_layable_on, ecologics:penguins_spawnable_on, artifacts:mineable/digging_claws, minecraft:overworld_carver_replaceables, minecraft:animals_spawnable_on, spectrum:snapping_ivy_plantable, minecraft:bamboo_plantable_on, naturalist:dragonflies_spawnable_on, naturalist:ducks_spawnable_on, spectrum:multitool_mineable, spectrum:mermaids_brush_plantable, minecraft:parrots_spawnable_on, minecraft:dead_bush_may_place_on, minecraft:lush_ground_replaceable"
"Minecraft","minecraft:gravel","minecraft:gravel","Gravel","spectrum:decay/black_materia_conversions, c:gravel, minecraft:mineable/shovel, minecraft:bamboo_plantable_on, minecraft:goats_spawnable_on, minecraft:lush_ground_replaceable, minecraft:enderman_holdable, minecraft:trail_ruins_replaceable, spectrum:deeper_down_carver_replaceables, spectrum:mermaids_brush_plantable, artifacts:mineable/digging_claws, overworldify:everything_but_water, spectrum:multitool_mineable, minecraft:overworld_carver_replaceables, minecraft:sculk_replaceable, minecraft:azalea_root_replaceable, minecraft:sculk_replaceable_world_gen"
"Minecraft","minecraft:gray_banner","minecraft:gray_banner","Gray Banner","overworldify:everything_but_water, minecraft:wall_post_override, artifacts:mineable/digging_claws, minecraft:mineable/axe, spectrum:multitool_mineable, minecraft:banners"
"Minecraft","minecraft:gray_bed","minecraft:gray_bed","Gray Bed","minecraft:beds, dynamiccrosshair:interactable, dynamiccrosshair:always_interactable, selfish_villager:interactable_property, overworldify:everything_but_water"
"Minecraft","minecraft:gray_candle","minecraft:gray_candle","Gray Candle","dynamiccrosshair:interactable, overworldify:everything_but_water, minecraft:candles, supplementaries:lightable_by_gunpowder"
"Minecraft","minecraft:gray_candle_cake","","Cake with Gray Candle","minecraft:candle_cakes, supplementaries:lightable_by_gunpowder, overworldify:everything_but_water"
"Minecraft","minecraft:gray_carpet","minecraft:gray_carpet","Gray Carpet","minecraft:combination_step_sound_blocks, overworldify:everything_but_water, minecraft:dampens_vibrations, minecraft:wool_carpets"
"Minecraft","minecraft:gray_concrete","minecraft:gray_concrete","Gray Concrete","minecraft:mineable/pickaxe, overworldify:everything_but_water, artifacts:mineable/digging_claws, spectrum:multitool_mineable"
"Minecraft","minecraft:gray_concrete_powder","minecraft:gray_concrete_powder","Gray Concrete Powder","spectrum:multitool_mineable, spectrum:decay/black_materia_conversions, artifacts:mineable/digging_claws, minecraft:mineable/shovel, overworldify:everything_but_water"
"Minecraft","minecraft:gray_glazed_terracotta","minecraft:gray_glazed_terracotta","Gray Glazed Terracotta","minecraft:mineable/pickaxe, overworldify:everything_but_water, artifacts:mineable/digging_claws, spectrum:multitool_mineable"
"Minecraft","minecraft:gray_shulker_box","minecraft:gray_shulker_box","Gray Shulker Box","dynamiccrosshair:always_interactable, minecraft:mineable/pickaxe, c:shulker_boxes, minecraft:guarded_by_piglins, minecraft:shulker_boxes, spectrum:multitool_mineable, dynamiccrosshair:interactable, overworldify:everything_but_water, artifacts:mineable/digging_claws"
"Minecraft","minecraft:gray_stained_glass","minecraft:gray_stained_glass","Gray Stained Glass","c:gray_glass, c:stained_glass, overworldify:everything_but_water, minecraft:impermeable, supplementaries:brick_breakable_recursive, spectrum:structure/transparent, c:glass_blocks, c:silica_glass"
"Minecraft","minecraft:gray_stained_glass_pane","minecraft:gray_stained_glass_pane","Gray Stained Glass Pane","c:gray_glass_panes, supplementaries:brick_breakable_recursive, c:glass_panes, c:stained_glass_panes, overworldify:everything_but_water"
"Minecraft","minecraft:gray_terracotta","minecraft:gray_terracotta","Gray Terracotta","minecraft:mineable/pickaxe, minecraft:overworld_carver_replaceables, minecraft:azalea_root_replaceable, minecraft:sculk_replaceable, overworldify:everything_but_water, minecraft:dead_bush_may_place_on, artifacts:mineable/digging_claws, minecraft:sculk_replaceable_world_gen, minecraft:terracotta, spectrum:deeper_down_carver_replaceables, minecraft:azalea_grows_on, spectrum:multitool_mineable"
"Minecraft","minecraft:gray_wall_banner","minecraft:gray_banner","Gray Banner","overworldify:everything_but_water, minecraft:wall_post_override, artifacts:mineable/digging_claws, minecraft:mineable/axe, spectrum:multitool_mineable, minecraft:banners"
"Minecraft","minecraft:gray_wool","minecraft:gray_wool","Gray Wool","minecraft:dampens_vibrations, minecraft:ancient_city_replaceable, minecraft:wool, minecraft:occludes_vibration_signals, overworldify:everything_but_water"
"Minecraft","minecraft:green_banner","minecraft:green_banner","Green Banner","overworldify:everything_but_water, minecraft:wall_post_override, artifacts:mineable/digging_claws, minecraft:mineable/axe, spectrum:multitool_mineable, minecraft:banners"
"Minecraft","minecraft:green_bed","minecraft:green_bed","Green Bed","minecraft:beds, dynamiccrosshair:interactable, dynamiccrosshair:always_interactable, selfish_villager:interactable_property, overworldify:everything_but_water"
"Minecraft","minecraft:green_candle","minecraft:green_candle","Green Candle","dynamiccrosshair:interactable, overworldify:everything_but_water, minecraft:candles, supplementaries:lightable_by_gunpowder"
"Minecraft","minecraft:green_candle_cake","","Cake with Green Candle","minecraft:candle_cakes, supplementaries:lightable_by_gunpowder, overworldify:everything_but_water"
"Minecraft","minecraft:green_carpet","minecraft:green_carpet","Green Carpet","minecraft:combination_step_sound_blocks, overworldify:everything_but_water, minecraft:dampens_vibrations, minecraft:wool_carpets"
"Minecraft","minecraft:green_concrete","minecraft:green_concrete","Green Concrete","minecraft:mineable/pickaxe, overworldify:everything_but_water, artifacts:mineable/digging_claws, spectrum:multitool_mineable"
"Minecraft","minecraft:green_concrete_powder","minecraft:green_concrete_powder","Green Concrete Powder","spectrum:multitool_mineable, spectrum:decay/black_materia_conversions, artifacts:mineable/digging_claws, minecraft:mineable/shovel, overworldify:everything_but_water"
"Minecraft","minecraft:green_glazed_terracotta","minecraft:green_glazed_terracotta","Green Glazed Terracotta","minecraft:mineable/pickaxe, overworldify:everything_but_water, artifacts:mineable/digging_claws, spectrum:multitool_mineable"
"Minecraft","minecraft:green_shulker_box","minecraft:green_shulker_box","Green Shulker Box","dynamiccrosshair:always_interactable, minecraft:mineable/pickaxe, c:shulker_boxes, minecraft:guarded_by_piglins, minecraft:shulker_boxes, spectrum:multitool_mineable, dynamiccrosshair:interactable, overworldify:everything_but_water, artifacts:mineable/digging_claws"
"Minecraft","minecraft:green_stained_glass","minecraft:green_stained_glass","Green Stained Glass","c:green_glass, c:stained_glass, overworldify:everything_but_water, minecraft:impermeable, supplementaries:brick_breakable_recursive, spectrum:structure/transparent, c:glass_blocks, c:silica_glass"
"Minecraft","minecraft:green_stained_glass_pane","minecraft:green_stained_glass_pane","Green Stained Glass Pane","supplementaries:brick_breakable_recursive, c:green_glass_panes, c:glass_panes, c:stained_glass_panes, overworldify:everything_but_water"
"Minecraft","minecraft:green_terracotta","minecraft:green_terracotta","Green Terracotta","minecraft:mineable/pickaxe, minecraft:overworld_carver_replaceables, minecraft:azalea_root_replaceable, minecraft:sculk_replaceable, overworldify:everything_but_water, minecraft:dead_bush_may_place_on, artifacts:mineable/digging_claws, minecraft:sculk_replaceable_world_gen, minecraft:terracotta, spectrum:deeper_down_carver_replaceables, minecraft:azalea_grows_on, spectrum:multitool_mineable"
"Minecraft","minecraft:green_wall_banner","minecraft:green_banner","Green Banner","overworldify:everything_but_water, minecraft:wall_post_override, artifacts:mineable/digging_claws, minecraft:mineable/axe, spectrum:multitool_mineable, minecraft:banners"
"Minecraft","minecraft:green_wool","minecraft:green_wool","Green Wool","minecraft:occludes_vibration_signals, overworldify:everything_but_water, minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:grindstone","minecraft:grindstone","Grindstone","dynamiccrosshair:always_interactable, c:villager_job_sites, dynamiccrosshair:interactable, overworldify:everything_but_water, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, supplementaries:rope_support, spectrum:multitool_mineable"
"Minecraft","minecraft:hanging_roots","minecraft:hanging_roots","Hanging Roots","minecraft:enchantment_power_transmitter, minecraft:mineable/axe, yigd:replace_soft_whitelist, minecraft:replaceable_by_trees, spectrum:multitool_mineable, overworldify:everything_but_water, artifacts:mineable/digging_claws, minecraft:sword_efficient, minecraft:replaceable"
"Minecraft","minecraft:hay_block","minecraft:hay_block","Hay Bale","spectrum:multitool_mineable, artifacts:mineable/digging_claws, minecraft:mineable/hoe, spectrum:decay/fading_conversions, overworldify:everything_but_water"
"Minecraft","minecraft:heavy_weighted_pressure_plate","minecraft:heavy_weighted_pressure_plate","Heavy Weighted Pressure Plate","artifacts:mineable/digging_claws, minecraft:wall_post_override, minecraft:mineable/pickaxe, minecraft:pressure_plates, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:honey_block","minecraft:honey_block","Honey Block","overworldify:everything_but_water, minecraft:snow_layer_can_survive_on"
"Minecraft","minecraft:honeycomb_block","minecraft:honeycomb_block","Honeycomb Block","overworldify:everything_but_water"
"Minecraft","minecraft:hopper","minecraft:hopper","Hopper","artifacts:mineable/digging_claws, dynamiccrosshair:always_interactable, minecraft:mineable/pickaxe, dynamiccrosshair:interactable, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:horn_coral","minecraft:horn_coral","Horn Coral","minecraft:corals, minecraft:underwater_bonemeals, overworldify:everything_but_water, minecraft:coral_plants"
"Minecraft","minecraft:horn_coral_block","minecraft:horn_coral_block","Horn Coral Block","minecraft:coral_blocks, spectrum:multitool_mineable, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, overworldify:everything_but_water"
"Minecraft","minecraft:horn_coral_fan","minecraft:horn_coral_fan","Horn Coral Fan","minecraft:underwater_bonemeals, minecraft:corals, overworldify:everything_but_water"
"Minecraft","minecraft:horn_coral_wall_fan","minecraft:horn_coral_fan","Horn Coral Fan","minecraft:underwater_bonemeals, minecraft:wall_corals, overworldify:everything_but_water"
"Minecraft","minecraft:ice","minecraft:ice","Ice","minecraft:ice, spectrum:multitool_mineable, ecologics:penguins_spawnable_on, minecraft:snow_layer_cannot_survive_on, minecraft:geode_invalid_blocks, minecraft:polar_bears_spawnable_on_alternate, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, spectrum:memory_never_manifesters, overworldify:everything_but_water"
"Minecraft","minecraft:infested_chiseled_stone_bricks","minecraft:infested_chiseled_stone_bricks","Infested Chiseled Stone Bricks","artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, c:infested_blocks, spectrum:infested_blocks, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:infested_cobblestone","minecraft:infested_cobblestone","Infested Cobblestone","c:cobblestone, minecraft:mineable/pickaxe, overworldify:everything_but_water, spectrum:infested_blocks, c:infested_blocks, c:infested_cobblestone, artifacts:mineable/digging_claws, spectrum:multitool_mineable"
"Minecraft","minecraft:infested_cracked_stone_bricks","minecraft:infested_cracked_stone_bricks","Infested Cracked Stone Bricks","artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, c:infested_blocks, spectrum:infested_blocks, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:infested_deepslate","minecraft:infested_deepslate","Infested Deepslate","minecraft:mineable/pickaxe, spectrum:infested_blocks, spectrum:multitool_mineable, c:stone, c:infested_blocks, overworldify:everything_but_water, artifacts:mineable/digging_claws"
"Minecraft","minecraft:infested_mossy_stone_bricks","minecraft:infested_mossy_stone_bricks","Infested Mossy Stone Bricks","artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, c:infested_blocks, spectrum:infested_blocks, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:infested_stone","minecraft:infested_stone","Infested Stone","minecraft:mineable/pickaxe, spectrum:infested_blocks, spectrum:multitool_mineable, c:stone, c:infested_blocks, overworldify:everything_but_water, artifacts:mineable/digging_claws"
"Minecraft","minecraft:infested_stone_bricks","minecraft:infested_stone_bricks","Infested Stone Bricks","artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, c:infested_blocks, spectrum:infested_blocks, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:iron_bars","minecraft:iron_bars","Iron Bars","spectrum:multitool_mineable, minecraft:mineable/pickaxe, artifacts:mineable/digging_claws, minecraft:dragon_immune, overworldify:everything_but_water"
"Minecraft","minecraft:iron_block","minecraft:iron_block","Block of Iron","minecraft:mineable/pickaxe, c:iron_blocks, minecraft:beacon_base_blocks, minecraft:needs_stone_tool, spectrum:multitool_mineable, overworldify:everything_but_water, artifacts:mineable/digging_claws, c:storage_blocks, supplementaries:flint_metals"
"Minecraft","minecraft:iron_door","minecraft:iron_door","Iron Door","minecraft:mineable/pickaxe, spectrum:multitool_mineable, artifacts:mineable/digging_claws, supplementaries:flint_metals, overworldify:everything_but_water, minecraft:doors, selfish_villager:interactable_property"
"Minecraft","minecraft:iron_ore","minecraft:iron_ore","Iron Ore","spectrum:deeper_down_carver_replaceables, c:ores, overworldify:everything_but_water, artifacts:mineable/digging_claws, c:ore_rates/singular, galosphere:oasis_replace, minecraft:iron_ores, endermanoverhaul:cave_enderman_holdable, minecraft:mineable/pickaxe, minecraft:snaps_goat_horn, c:iron_ores, c:ores_in_ground/stone, spectrum:precipitation_source, minecraft:overworld_carver_replaceables, minecraft:needs_stone_tool, spectrum:multitool_mineable"
"Minecraft","minecraft:iron_trapdoor","minecraft:iron_trapdoor","Iron Trapdoor","artifacts:mineable/digging_claws, minecraft:mineable/pickaxe, minecraft:trapdoors, supplementaries:flint_metals, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:jack_o_lantern","minecraft:jack_o_lantern","Jack o'Lantern","artifacts:mineable/digging_claws, minecraft:sword_efficient, naturalist:moths_attracted_to, minecraft:mineable/axe, spectrum:multitool_mineable, overworldify:everything_but_water"
"Minecraft","minecraft:jigsaw","minecraft:jigsaw","Jigsaw Block","spectrum:decay/failing_safe, spectrum:decay/forfeiture_safe, spectrum:decay/ruin_safe, supplementaries:un_rotatable, overworldify:everything_but_water, minecraft:wither_immune, minecraft:dragon_immune"
"Minecraft","minecraft:jukebox","minecraft:jukebox","Jukebox","overworldify:everything_but_water, spectrum:multitool_mineable, dynamiccrosshair:interactable, artifacts:mineable/digging_claws, minecraft:mineable/axe"
"Minecraft","minecraft:jungle_button","minecraft:jungle_button","Jungle Button","dynamiccrosshair:always_interactable, dynamiccrosshair:interactable, minecraft:mineable/axe, overworldify:everything_but_water, artifacts:mineable/digging_claws, minecraft:buttons, spectrum:multitool_mineable, minecraft:wooden_buttons"
"Minecraft","minecraft:jungle_door","minecraft:jungle_door","Jungle Door","minecraft:boulders_cannot_replace, overworldify:everything_but_water, spectrum:multitool_mineable, dynamiccrosshair:always_interactable, minecraft:doors, dynamiccrosshair:interactable, minecraft:wooden_doors, artifacts:mineable/digging_claws, selfish_villager:interactable_property, minecraft:mineable/axe"
"Minecraft","minecraft:jungle_fence","minecraft:jungle_fence","Jungle Fence","minecraft:boulders_cannot_replace, overworldify:everything_but_water, spectrum:multitool_mineable, minecraft:wooden_fences, c:wooden_fences, supplementaries:posts, minecraft:fences, c:fences, artifacts:mineable/digging_claws, minecraft:mineable/axe"
"Minecraft","minecraft:jungle_fence_gate","minecraft:jungle_fence_gate","Jungle Fence Gate","overworldify:everything_but_water, minecraft:unstable_bottom_center, spectrum:multitool_mineable, dynamiccrosshair:always_interactable, c:wooden_fence_gates, minecraft:fence_gates, c:fence_gates, dynamiccrosshair:interactable, artifacts:mineable/digging_claws, minecraft:mineable/axe"
"Minecraft","minecraft:jungle_hanging_sign","minecraft:jungle_hanging_sign","Jungle Hanging Sign","minecraft:all_hanging_signs, supplementaries:hang_from_ropes, minecraft:mineable/axe, overworldify:everything_but_water, artifacts:mineable/digging_claws, minecraft:ceiling_hanging_signs, spectrum:multitool_mineable, minecraft:all_signs"
"Minecraft","minecraft:jungle_leaves","minecraft:jungle_leaves","Jungle Leaves","naturalist:butterflies_spawnable_on, naturalist:fireflies_spawnable_on, supplementaries:map_tint_generic, minecraft:replaceable_by_trees, minecraft:mineable/hoe, supplementaries:hang_from_ropes, naturalist:vultures_spawnable_on, spectrum:multitool_mineable, overworldify:everything_but_water, artifacts:mineable/digging_claws, minecraft:completes_find_tree_tutorial, minecraft:sword_efficient, naturalist:vulture_perch_blocks, minecraft:lava_pool_stone_cannot_replace, spectrum:decay/fading_conversions, naturalist:dragonflies_spawnable_on, minecraft:leaves, minecraft:parrots_spawnable_on"
"Minecraft","minecraft:jungle_log","minecraft:jungle_log","Jungle Log","minecraft:parrots_spawnable_on, minecraft:logs_that_burn, spectrum:multitool_mineable, minecraft:completes_find_tree_tutorial, minecraft:boulders_cannot_replace, minecraft:logs, minecraft:snaps_goat_horn, minecraft:overworld_natural_logs, overworldify:everything_but_water, minecraft:lava_pool_stone_cannot_replace, minecraft:jungle_logs, minecraft:mineable/axe, artifacts:mineable/digging_claws"
"Minecraft","minecraft:jungle_planks","minecraft:jungle_planks","Jungle Planks","minecraft:planks, artifacts:mineable/digging_claws, minecraft:mineable/axe, minecraft:boulders_cannot_replace, spectrum:multitool_mineable, overworldify:everything_but_water"
