"Mod name","Registry name","Hardness","Resistance"
"Minecraft","minecraft:light_gray_stained_glass",0.30,0.30
"Minecraft","minecraft:light_gray_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:light_gray_terracotta",1.25,4.20
"Minecraft","minecraft:light_gray_wall_banner",1.00,1.00
"Minecraft","minecraft:light_gray_wool",0.80,0.80
"Minecraft","minecraft:light_weighted_pressure_plate",0.50,0.50
"Minecraft","minecraft:lightning_rod",3.00,6.00
"Minecraft","minecraft:lilac",0.00,0.00
"Minecraft","minecraft:lily_of_the_valley",0.00,0.00
"Minecraft","minecraft:lily_pad",0.00,0.00
"Minecraft","minecraft:lime_banner",1.00,1.00
"Minecraft","minecraft:lime_bed",0.20,0.20
"Minecraft","minecraft:lime_candle",0.10,0.10
"Minecraft","minecraft:lime_candle_cake",0.50,0.50
"Minecraft","minecraft:lime_carpet",0.10,0.10
"Minecraft","minecraft:lime_concrete",1.80,1.80
"Minecraft","minecraft:lime_concrete_powder",0.50,0.50
"Minecraft","minecraft:lime_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:lime_shulker_box",2.00,2.00
"Minecraft","minecraft:lime_stained_glass",0.30,0.30
"Minecraft","minecraft:lime_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:lime_terracotta",1.25,4.20
"Minecraft","minecraft:lime_wall_banner",1.00,1.00
"Minecraft","minecraft:lime_wool",0.80,0.80
"Minecraft","minecraft:lodestone",3.50,3.50
"Minecraft","minecraft:loom",2.50,2.50
"Minecraft","minecraft:magenta_banner",1.00,1.00
"Minecraft","minecraft:magenta_bed",0.20,0.20
"Minecraft","minecraft:magenta_candle",0.10,0.10
"Minecraft","minecraft:magenta_candle_cake",0.50,0.50
"Minecraft","minecraft:magenta_carpet",0.10,0.10
"Minecraft","minecraft:magenta_concrete",1.80,1.80
"Minecraft","minecraft:magenta_concrete_powder",0.50,0.50
"Minecraft","minecraft:magenta_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:magenta_shulker_box",2.00,2.00
"Minecraft","minecraft:magenta_stained_glass",0.30,0.30
"Minecraft","minecraft:magenta_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:magenta_terracotta",1.25,4.20
"Minecraft","minecraft:magenta_wall_banner",1.00,1.00
"Minecraft","minecraft:magenta_wool",0.80,0.80
"Minecraft","minecraft:magma_block",0.50,0.50
"Minecraft","minecraft:mangrove_button",0.50,0.50
"Minecraft","minecraft:mangrove_door",3.00,3.00
"Minecraft","minecraft:mangrove_fence",2.00,3.00
"Minecraft","minecraft:mangrove_fence_gate",2.00,3.00
"Minecraft","minecraft:mangrove_hanging_sign",1.00,1.00
"Minecraft","minecraft:mangrove_leaves",0.20,0.20
"Minecraft","minecraft:mangrove_log",2.00,2.00
"Minecraft","minecraft:mangrove_planks",2.00,3.00
"Minecraft","minecraft:mangrove_pressure_plate",0.50,0.50
"Minecraft","minecraft:mangrove_propagule",0.00,0.00
"Minecraft","minecraft:mangrove_roots",0.70,0.70
"Minecraft","minecraft:mangrove_sign",1.00,1.00
"Minecraft","minecraft:mangrove_slab",2.00,3.00
"Minecraft","minecraft:mangrove_stairs",2.00,3.00
"Minecraft","minecraft:mangrove_trapdoor",3.00,3.00
"Minecraft","minecraft:mangrove_wall_hanging_sign",1.00,1.00
"Minecraft","minecraft:mangrove_wall_sign",1.00,1.00
"Minecraft","minecraft:mangrove_wood",2.00,2.00
"Minecraft","minecraft:medium_amethyst_bud",1.50,1.50
"Minecraft","minecraft:melon",1.00,1.00
"Minecraft","minecraft:melon_stem",0.00,0.00
"Minecraft","minecraft:moss_block",0.10,0.10
"Minecraft","minecraft:moss_carpet",0.10,0.10
"Minecraft","minecraft:mossy_cobblestone",2.00,6.00
"Minecraft","minecraft:mossy_cobblestone_slab",2.00,6.00
"Minecraft","minecraft:mossy_cobblestone_stairs",2.00,6.00
"Minecraft","minecraft:mossy_cobblestone_wall",2.00,6.00
"Minecraft","minecraft:mossy_stone_brick_slab",1.50,6.00
"Minecraft","minecraft:mossy_stone_brick_stairs",1.50,6.00
"Minecraft","minecraft:mossy_stone_brick_wall",1.50,6.00
"Minecraft","minecraft:mossy_stone_bricks",1.50,6.00
"Minecraft","minecraft:moving_piston",-1.00,0.00
"Minecraft","minecraft:mud",0.50,0.50
"Minecraft","minecraft:mud_brick_slab",1.50,3.00
"Minecraft","minecraft:mud_brick_stairs",1.50,3.00
"Minecraft","minecraft:mud_brick_wall",1.50,3.00
"Minecraft","minecraft:mud_bricks",1.50,3.00
"Minecraft","minecraft:muddy_mangrove_roots",0.70,0.70
"Minecraft","minecraft:mushroom_stem",0.20,0.20
"Minecraft","minecraft:mycelium",0.60,0.60
"Minecraft","minecraft:nether_brick_fence",2.00,6.00
"Minecraft","minecraft:nether_brick_slab",2.00,6.00
"Minecraft","minecraft:nether_brick_stairs",2.00,6.00
"Minecraft","minecraft:nether_brick_wall",2.00,6.00
"Minecraft","minecraft:nether_bricks",2.00,6.00
"Minecraft","minecraft:nether_gold_ore",3.00,3.00
"Minecraft","minecraft:nether_portal",-1.00,0.00
"Minecraft","minecraft:nether_quartz_ore",3.00,3.00
"Minecraft","minecraft:nether_sprouts",0.00,0.00
"Minecraft","minecraft:nether_wart",0.00,0.00
"Minecraft","minecraft:nether_wart_block",1.00,1.00
"Minecraft","minecraft:netherite_block",50.00,1200.00
"Minecraft","minecraft:netherrack",0.40,0.40
"Minecraft","minecraft:note_block",0.80,0.80
"Minecraft","minecraft:oak_button",0.50,0.50
"Minecraft","minecraft:oak_door",3.00,3.00
"Minecraft","minecraft:oak_fence",2.00,3.00
"Minecraft","minecraft:oak_fence_gate",2.00,3.00
"Minecraft","minecraft:oak_hanging_sign",1.00,1.00
"Minecraft","minecraft:oak_leaves",0.20,0.20
"Minecraft","minecraft:oak_log",2.00,2.00
"Minecraft","minecraft:oak_planks",2.00,3.00
"Minecraft","minecraft:oak_pressure_plate",0.50,0.50
"Minecraft","minecraft:oak_sapling",0.00,0.00
"Minecraft","minecraft:oak_sign",1.00,1.00
"Minecraft","minecraft:oak_slab",2.00,3.00
"Minecraft","minecraft:oak_stairs",2.00,3.00
"Minecraft","minecraft:oak_trapdoor",3.00,3.00
"Minecraft","minecraft:oak_wall_hanging_sign",1.00,1.00
"Minecraft","minecraft:oak_wall_sign",1.00,1.00
"Minecraft","minecraft:oak_wood",2.00,2.00
"Minecraft","minecraft:observer",3.00,3.00
"Minecraft","minecraft:obsidian",50.00,1200.00
"Minecraft","minecraft:ochre_froglight",0.30,0.30
"Minecraft","minecraft:orange_banner",1.00,1.00
"Minecraft","minecraft:orange_bed",0.20,0.20
"Minecraft","minecraft:orange_candle",0.10,0.10
"Minecraft","minecraft:orange_candle_cake",0.50,0.50
"Minecraft","minecraft:orange_carpet",0.10,0.10
"Minecraft","minecraft:orange_concrete",1.80,1.80
"Minecraft","minecraft:orange_concrete_powder",0.50,0.50
"Minecraft","minecraft:orange_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:orange_shulker_box",2.00,2.00
"Minecraft","minecraft:orange_stained_glass",0.30,0.30
"Minecraft","minecraft:orange_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:orange_terracotta",1.25,4.20
"Minecraft","minecraft:orange_tulip",0.00,0.00
"Minecraft","minecraft:orange_wall_banner",1.00,1.00
"Minecraft","minecraft:orange_wool",0.80,0.80
"Minecraft","minecraft:oxeye_daisy",0.00,0.00
"Minecraft","minecraft:oxidized_copper",3.00,6.00
"Minecraft","minecraft:oxidized_cut_copper",3.00,6.00
"Minecraft","minecraft:oxidized_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:oxidized_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:packed_ice",0.50,0.50
"Minecraft","minecraft:packed_mud",1.00,3.00
"Minecraft","minecraft:pearlescent_froglight",0.30,0.30
"Minecraft","minecraft:peony",0.00,0.00
"Minecraft","minecraft:petrified_oak_slab",2.00,6.00
"Minecraft","minecraft:piglin_head",1.00,1.00
"Minecraft","minecraft:piglin_wall_head",1.00,1.00
"Minecraft","minecraft:pink_banner",1.00,1.00
"Minecraft","minecraft:pink_bed",0.20,0.20
"Minecraft","minecraft:pink_candle",0.10,0.10
"Minecraft","minecraft:pink_candle_cake",0.50,0.50
"Minecraft","minecraft:pink_carpet",0.10,0.10
"Minecraft","minecraft:pink_concrete",1.80,1.80
"Minecraft","minecraft:pink_concrete_powder",0.50,0.50
"Minecraft","minecraft:pink_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:pink_petals",0.00,0.00
"Minecraft","minecraft:pink_shulker_box",2.00,2.00
"Minecraft","minecraft:pink_stained_glass",0.30,0.30
"Minecraft","minecraft:pink_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:pink_terracotta",1.25,4.20
"Minecraft","minecraft:pink_tulip",0.00,0.00
"Minecraft","minecraft:pink_wall_banner",1.00,1.00
"Minecraft","minecraft:pink_wool",0.80,0.80
"Minecraft","minecraft:piston",1.50,1.50
"Minecraft","minecraft:piston_head",1.50,1.50
"Minecraft","minecraft:pitcher_crop",0.00,0.00
"Minecraft","minecraft:pitcher_plant",0.00,0.00
"Minecraft","minecraft:player_head",1.00,1.00
"Minecraft","minecraft:player_wall_head",1.00,1.00
"Minecraft","minecraft:podzol",0.50,0.50
"Minecraft","minecraft:pointed_dripstone",1.50,3.00
"Minecraft","minecraft:polished_andesite",1.50,6.00
"Minecraft","minecraft:polished_andesite_slab",1.50,6.00
"Minecraft","minecraft:polished_andesite_stairs",1.50,6.00
"Minecraft","minecraft:polished_basalt",1.25,4.20
"Minecraft","minecraft:polished_blackstone",2.00,6.00
"Minecraft","minecraft:polished_blackstone_brick_slab",2.00,6.00
"Minecraft","minecraft:polished_blackstone_brick_stairs",1.50,6.00
"Minecraft","minecraft:polished_blackstone_brick_wall",1.50,6.00
"Minecraft","minecraft:polished_blackstone_bricks",1.50,6.00
"Minecraft","minecraft:polished_blackstone_button",0.50,0.50
"Minecraft","minecraft:polished_blackstone_pressure_plate",0.50,0.50
"Minecraft","minecraft:polished_blackstone_slab",2.00,6.00
"Minecraft","minecraft:polished_blackstone_stairs",2.00,6.00
"Minecraft","minecraft:polished_blackstone_wall",2.00,6.00
"Minecraft","minecraft:polished_deepslate",3.50,6.00
"Minecraft","minecraft:polished_deepslate_slab",3.50,6.00
"Minecraft","minecraft:polished_deepslate_stairs",3.50,6.00
"Minecraft","minecraft:polished_deepslate_wall",3.50,6.00
"Minecraft","minecraft:polished_diorite",1.50,6.00
"Minecraft","minecraft:polished_diorite_slab",1.50,6.00
"Minecraft","minecraft:polished_diorite_stairs",1.50,6.00
"Minecraft","minecraft:polished_granite",1.50,6.00
"Minecraft","minecraft:polished_granite_slab",1.50,6.00
"Minecraft","minecraft:polished_granite_stairs",1.50,6.00
"Minecraft","minecraft:poppy",0.00,0.00
"Minecraft","minecraft:potatoes",0.00,0.00
"Minecraft","minecraft:potted_acacia_sapling",0.00,0.00
"Minecraft","minecraft:potted_allium",0.00,0.00
"Minecraft","minecraft:potted_azalea_bush",0.00,0.00
"Minecraft","minecraft:potted_azure_bluet",0.00,0.00
"Minecraft","minecraft:potted_bamboo",0.00,0.00
"Minecraft","minecraft:potted_birch_sapling",0.00,0.00
"Minecraft","minecraft:potted_blue_orchid",0.00,0.00
"Minecraft","minecraft:potted_brown_mushroom",0.00,0.00
"Minecraft","minecraft:potted_cactus",0.00,0.00
"Minecraft","minecraft:potted_cherry_sapling",0.00,0.00
"Minecraft","minecraft:potted_cornflower",0.00,0.00
"Minecraft","minecraft:potted_crimson_fungus",0.00,0.00
"Minecraft","minecraft:potted_crimson_roots",0.00,0.00
"Minecraft","minecraft:potted_dandelion",0.00,0.00
"Minecraft","minecraft:potted_dark_oak_sapling",0.00,0.00
"Minecraft","minecraft:potted_dead_bush",0.00,0.00
"Minecraft","minecraft:potted_fern",0.00,0.00
"Minecraft","minecraft:potted_flowering_azalea_bush",0.00,0.00
"Minecraft","minecraft:potted_jungle_sapling",0.00,0.00
"Minecraft","minecraft:potted_lily_of_the_valley",0.00,0.00
"Minecraft","minecraft:potted_mangrove_propagule",0.00,0.00
"Minecraft","minecraft:potted_oak_sapling",0.00,0.00
"Minecraft","minecraft:potted_orange_tulip",0.00,0.00
"Minecraft","minecraft:potted_oxeye_daisy",0.00,0.00
"Minecraft","minecraft:potted_pink_tulip",0.00,0.00
"Minecraft","minecraft:potted_poppy",0.00,0.00
"Minecraft","minecraft:potted_red_mushroom",0.00,0.00
"Minecraft","minecraft:potted_red_tulip",0.00,0.00
"Minecraft","minecraft:potted_spruce_sapling",0.00,0.00
"Minecraft","minecraft:potted_torchflower",0.00,0.00
"Minecraft","minecraft:potted_warped_fungus",0.00,0.00
"Minecraft","minecraft:potted_warped_roots",0.00,0.00
"Minecraft","minecraft:potted_white_tulip",0.00,0.00
"Minecraft","minecraft:potted_wither_rose",0.00,0.00
"Minecraft","minecraft:powder_snow",0.25,0.25
"Minecraft","minecraft:powder_snow_cauldron",2.00,2.00
"Minecraft","minecraft:powered_rail",0.70,0.70
"Minecraft","minecraft:prismarine",1.50,6.00
"Minecraft","minecraft:prismarine_brick_slab",1.50,6.00
"Minecraft","minecraft:prismarine_brick_stairs",1.50,6.00
"Minecraft","minecraft:prismarine_bricks",1.50,6.00
"Minecraft","minecraft:prismarine_slab",1.50,6.00
"Minecraft","minecraft:prismarine_stairs",1.50,6.00
"Minecraft","minecraft:prismarine_wall",1.50,6.00
"Minecraft","minecraft:pumpkin",1.00,1.00
"Minecraft","minecraft:pumpkin_stem",0.00,0.00
"Minecraft","minecraft:purple_banner",1.00,1.00
"Minecraft","minecraft:purple_bed",0.20,0.20
"Minecraft","minecraft:purple_candle",0.10,0.10
"Minecraft","minecraft:purple_candle_cake",0.50,0.50
"Minecraft","minecraft:purple_carpet",0.10,0.10
"Minecraft","minecraft:purple_concrete",1.80,1.80
"Minecraft","minecraft:purple_concrete_powder",0.50,0.50
"Minecraft","minecraft:purple_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:purple_shulker_box",2.00,2.00
"Minecraft","minecraft:purple_stained_glass",0.30,0.30
"Minecraft","minecraft:purple_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:purple_terracotta",1.25,4.20
"Minecraft","minecraft:purple_wall_banner",1.00,1.00
"Minecraft","minecraft:purple_wool",0.80,0.80
"Minecraft","minecraft:purpur_block",1.50,6.00
"Minecraft","minecraft:purpur_pillar",1.50,6.00
"Minecraft","minecraft:purpur_slab",2.00,6.00
"Minecraft","minecraft:purpur_stairs",1.50,6.00
"Minecraft","minecraft:quartz_block",0.80,0.80
"Minecraft","minecraft:quartz_bricks",0.80,0.80
"Minecraft","minecraft:quartz_pillar",0.80,0.80
"Minecraft","minecraft:quartz_slab",2.00,6.00
"Minecraft","minecraft:quartz_stairs",0.80,0.80
"Minecraft","minecraft:rail",0.70,0.70
"Minecraft","minecraft:raw_copper_block",5.00,6.00
"Minecraft","minecraft:raw_gold_block",5.00,6.00
"Minecraft","minecraft:raw_iron_block",5.00,6.00
"Minecraft","minecraft:red_banner",1.00,1.00
"Minecraft","minecraft:red_bed",0.20,0.20
"Minecraft","minecraft:red_candle",0.10,0.10
"Minecraft","minecraft:red_candle_cake",0.50,0.50
"Minecraft","minecraft:red_carpet",0.10,0.10
"Minecraft","minecraft:red_concrete",1.80,1.80
"Minecraft","minecraft:red_concrete_powder",0.50,0.50
"Minecraft","minecraft:red_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:red_mushroom",0.00,0.00
"Minecraft","minecraft:red_mushroom_block",0.20,0.20
"Minecraft","minecraft:red_nether_brick_slab",2.00,6.00
"Minecraft","minecraft:red_nether_brick_stairs",2.00,6.00
"Minecraft","minecraft:red_nether_brick_wall",2.00,6.00
"Minecraft","minecraft:red_nether_bricks",2.00,6.00
"Minecraft","minecraft:red_sand",0.50,0.50
"Minecraft","minecraft:red_sandstone",0.80,0.80
"Minecraft","minecraft:red_sandstone_slab",2.00,6.00
"Minecraft","minecraft:red_sandstone_stairs",0.80,0.80
"Minecraft","minecraft:red_sandstone_wall",0.80,0.80
"Minecraft","minecraft:red_shulker_box",2.00,2.00
"Minecraft","minecraft:red_stained_glass",0.30,0.30
"Minecraft","minecraft:red_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:red_terracotta",1.25,4.20
"Minecraft","minecraft:red_tulip",0.00,0.00
"Minecraft","minecraft:red_wall_banner",1.00,1.00
"Minecraft","minecraft:red_wool",0.80,0.80
"Minecraft","minecraft:redstone_block",5.00,6.00
"Minecraft","minecraft:redstone_lamp",0.30,0.30
"Minecraft","minecraft:redstone_ore",3.00,3.00
"Minecraft","minecraft:redstone_torch",0.00,0.00
"Minecraft","minecraft:redstone_wall_torch",0.00,0.00
"Minecraft","minecraft:redstone_wire",0.00,0.00
"Minecraft","minecraft:reinforced_deepslate",55.00,1200.00
"Minecraft","minecraft:repeater",0.00,0.00
"Minecraft","minecraft:repeating_command_block",-1.00,3600000.00
"Minecraft","minecraft:respawn_anchor",50.00,1200.00
"Minecraft","minecraft:rooted_dirt",0.50,0.50
"Minecraft","minecraft:rose_bush",0.00,0.00
"Minecraft","minecraft:sand",0.50,0.50
"Minecraft","minecraft:sandstone",0.80,0.80
"Minecraft","minecraft:sandstone_slab",2.00,6.00
"Minecraft","minecraft:sandstone_stairs",0.80,0.80
"Minecraft","minecraft:sandstone_wall",0.80,0.80
"Minecraft","minecraft:scaffolding",0.00,0.00
"Minecraft","minecraft:sculk",0.20,0.20
"Minecraft","minecraft:sculk_catalyst",3.00,3.00
"Minecraft","minecraft:sculk_sensor",1.50,1.50
"Minecraft","minecraft:sculk_shrieker",3.00,3.00
"Minecraft","minecraft:sculk_vein",0.20,0.20
"Minecraft","minecraft:sea_lantern",0.30,0.30
"Minecraft","minecraft:sea_pickle",0.00,0.00
"Minecraft","minecraft:seagrass",0.00,0.00
"Minecraft","minecraft:shroomlight",1.00,1.00
"Minecraft","minecraft:shulker_box",2.00,2.00
"Minecraft","minecraft:skeleton_skull",1.00,1.00
"Minecraft","minecraft:skeleton_wall_skull",1.00,1.00
"Minecraft","minecraft:slime_block",0.00,0.00
"Minecraft","minecraft:small_amethyst_bud",1.50,1.50
"Minecraft","minecraft:small_dripleaf",0.00,0.00
"Minecraft","minecraft:smithing_table",2.50,2.50
"Minecraft","minecraft:smoker",3.50,3.50
"Minecraft","minecraft:smooth_basalt",1.25,4.20
"Minecraft","minecraft:smooth_quartz",2.00,6.00
"Minecraft","minecraft:smooth_quartz_slab",2.00,6.00
"Minecraft","minecraft:smooth_quartz_stairs",2.00,6.00
"Minecraft","minecraft:smooth_red_sandstone",2.00,6.00
"Minecraft","minecraft:smooth_red_sandstone_slab",2.00,6.00
"Minecraft","minecraft:smooth_red_sandstone_stairs",2.00,6.00
"Minecraft","minecraft:smooth_sandstone",2.00,6.00
"Minecraft","minecraft:smooth_sandstone_slab",2.00,6.00
"Minecraft","minecraft:smooth_sandstone_stairs",2.00,6.00
"Minecraft","minecraft:smooth_stone",2.00,6.00
"Minecraft","minecraft:smooth_stone_slab",2.00,6.00
"Minecraft","minecraft:sniffer_egg",0.50,0.50
"Minecraft","minecraft:snow",0.10,0.10
"Minecraft","minecraft:snow_block",0.20,0.20
"Minecraft","minecraft:soul_campfire",2.00,2.00
"Minecraft","minecraft:soul_fire",0.00,0.00
"Minecraft","minecraft:soul_lantern",3.50,3.50
"Minecraft","minecraft:soul_sand",0.50,0.50
"Minecraft","minecraft:soul_soil",0.50,0.50
"Minecraft","minecraft:soul_torch",0.00,0.00
"Minecraft","minecraft:soul_wall_torch",0.00,0.00
"Minecraft","minecraft:spawner",5.00,5.00
"Minecraft","minecraft:sponge",0.60,0.60
"Minecraft","minecraft:spore_blossom",0.00,0.00
"Minecraft","minecraft:spruce_button",0.50,0.50
"Minecraft","minecraft:spruce_door",3.00,3.00
"Minecraft","minecraft:spruce_fence",2.00,3.00
"Minecraft","minecraft:spruce_fence_gate",2.00,3.00
"Minecraft","minecraft:spruce_hanging_sign",1.00,1.00
"Minecraft","minecraft:spruce_leaves",0.20,0.20
"Minecraft","minecraft:spruce_log",2.00,2.00
"Minecraft","minecraft:spruce_planks",2.00,3.00
"Minecraft","minecraft:spruce_pressure_plate",0.50,0.50
"Minecraft","minecraft:spruce_sapling",0.00,0.00
"Minecraft","minecraft:spruce_sign",1.00,1.00
"Minecraft","minecraft:spruce_slab",2.00,3.00
"Minecraft","minecraft:spruce_stairs",2.00,3.00
"Minecraft","minecraft:spruce_trapdoor",3.00,3.00
"Minecraft","minecraft:spruce_wall_hanging_sign",1.00,1.00
"Minecraft","minecraft:spruce_wall_sign",1.00,1.00
"Minecraft","minecraft:spruce_wood",2.00,2.00
"Minecraft","minecraft:sticky_piston",1.50,1.50
"Minecraft","minecraft:stone",1.50,6.00
"Minecraft","minecraft:stone_brick_slab",2.00,6.00
"Minecraft","minecraft:stone_brick_stairs",1.50,6.00
"Minecraft","minecraft:stone_brick_wall",1.50,6.00
"Minecraft","minecraft:stone_bricks",1.50,6.00
"Minecraft","minecraft:stone_button",0.50,0.50
"Minecraft","minecraft:stone_pressure_plate",0.50,0.50
"Minecraft","minecraft:stone_slab",2.00,6.00
"Minecraft","minecraft:stone_stairs",1.50,6.00
"Minecraft","minecraft:stonecutter",3.50,3.50
"Minecraft","minecraft:stripped_acacia_log",2.00,2.00
"Minecraft","minecraft:stripped_acacia_wood",2.00,2.00
"Minecraft","minecraft:stripped_bamboo_block",2.00,2.00
"Minecraft","minecraft:stripped_birch_log",2.00,2.00
"Minecraft","minecraft:stripped_birch_wood",2.00,2.00
"Minecraft","minecraft:stripped_cherry_log",2.00,2.00
"Minecraft","minecraft:stripped_cherry_wood",2.00,2.00
"Minecraft","minecraft:stripped_crimson_hyphae",2.00,2.00
"Minecraft","minecraft:stripped_crimson_stem",2.00,2.00
"Minecraft","minecraft:stripped_dark_oak_log",2.00,2.00
"Minecraft","minecraft:stripped_dark_oak_wood",2.00,2.00
"Minecraft","minecraft:stripped_jungle_log",2.00,2.00
"Minecraft","minecraft:stripped_jungle_wood",2.00,2.00
"Minecraft","minecraft:stripped_mangrove_log",2.00,2.00
"Minecraft","minecraft:stripped_mangrove_wood",2.00,2.00
"Minecraft","minecraft:stripped_oak_log",2.00,2.00
"Minecraft","minecraft:stripped_oak_wood",2.00,2.00
"Minecraft","minecraft:stripped_spruce_log",2.00,2.00
"Minecraft","minecraft:stripped_spruce_wood",2.00,2.00
"Minecraft","minecraft:stripped_warped_hyphae",2.00,2.00
"Minecraft","minecraft:stripped_warped_stem",2.00,2.00
"Minecraft","minecraft:structure_block",-1.00,3600000.00
"Minecraft","minecraft:structure_void",0.00,0.00
"Minecraft","minecraft:sugar_cane",0.00,0.00
"Minecraft","minecraft:sunflower",0.00,0.00
"Minecraft","minecraft:suspicious_gravel",0.25,0.25
"Minecraft","minecraft:suspicious_sand",0.25,0.25
"Minecraft","minecraft:sweet_berry_bush",0.00,0.00
"Minecraft","minecraft:tall_grass",0.00,0.00
"Minecraft","minecraft:tall_seagrass",0.00,0.00
"Minecraft","minecraft:target",0.50,0.50
"Minecraft","minecraft:terracotta",1.25,4.20
"Minecraft","minecraft:tinted_glass",0.30,0.30
"Minecraft","minecraft:tnt",0.00,0.00
"Minecraft","minecraft:torch",0.00,0.00
"Minecraft","minecraft:torchflower",0.00,0.00
"Minecraft","minecraft:torchflower_crop",0.00,0.00
"Minecraft","minecraft:trapped_chest",2.50,2.50
"Minecraft","minecraft:tripwire",0.00,0.00
"Minecraft","minecraft:tripwire_hook",0.00,0.00
"Minecraft","minecraft:tube_coral",0.00,0.00
"Minecraft","minecraft:tube_coral_block",1.50,6.00
"Minecraft","minecraft:tube_coral_fan",0.00,0.00
"Minecraft","minecraft:tube_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:tuff",1.50,6.00
"Minecraft","minecraft:turtle_egg",0.50,0.50
"Minecraft","minecraft:twisting_vines",0.00,0.00
"Minecraft","minecraft:twisting_vines_plant",0.00,0.00
"Minecraft","minecraft:verdant_froglight",0.30,0.30
"Minecraft","minecraft:vine",0.20,0.20
"Minecraft","minecraft:void_air",0.00,0.00
"Minecraft","minecraft:wall_torch",0.00,0.00
"Minecraft","minecraft:warped_button",0.50,0.50
"Minecraft","minecraft:warped_door",3.00,3.00
"Minecraft","minecraft:warped_fence",2.00,3.00
"Minecraft","minecraft:warped_fence_gate",2.00,3.00
"Minecraft","minecraft:warped_fungus",0.00,0.00
"Minecraft","minecraft:warped_hanging_sign",1.00,1.00
"Minecraft","minecraft:warped_hyphae",2.00,2.00
"Minecraft","minecraft:warped_nylium",0.40,0.40
"Minecraft","minecraft:warped_planks",2.00,3.00
"Minecraft","minecraft:warped_pressure_plate",0.50,0.50
"Minecraft","minecraft:warped_roots",0.00,0.00
"Minecraft","minecraft:warped_sign",1.00,1.00
"Minecraft","minecraft:warped_slab",2.00,3.00
"Minecraft","minecraft:warped_stairs",2.00,3.00
"Minecraft","minecraft:warped_stem",2.00,2.00
"Minecraft","minecraft:warped_trapdoor",3.00,3.00
"Minecraft","minecraft:warped_wall_hanging_sign",1.00,1.00
"Minecraft","minecraft:warped_wall_sign",1.00,1.00
"Minecraft","minecraft:warped_wart_block",1.00,1.00
"Minecraft","minecraft:water",100.00,100.00
"Minecraft","minecraft:water_cauldron",2.00,2.00
"Minecraft","minecraft:waxed_copper_block",3.00,6.00
"Minecraft","minecraft:waxed_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:waxed_exposed_copper",3.00,6.00
"Minecraft","minecraft:waxed_exposed_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_exposed_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_exposed_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_copper",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_oxidized_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:waxed_weathered_copper",3.00,6.00
"Minecraft","minecraft:waxed_weathered_cut_copper",3.00,6.00
"Minecraft","minecraft:waxed_weathered_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:waxed_weathered_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:weathered_copper",3.00,6.00
"Minecraft","minecraft:weathered_cut_copper",3.00,6.00
"Minecraft","minecraft:weathered_cut_copper_slab",3.00,6.00
"Minecraft","minecraft:weathered_cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:weeping_vines",0.00,0.00
"Minecraft","minecraft:weeping_vines_plant",0.00,0.00
"Minecraft","minecraft:wet_sponge",0.60,0.60
"Minecraft","minecraft:wheat",0.00,0.00
"Minecraft","minecraft:white_banner",1.00,1.00
"Minecraft","minecraft:white_bed",0.20,0.20
"Minecraft","minecraft:white_candle",0.10,0.10
"Minecraft","minecraft:white_candle_cake",0.50,0.50
"Minecraft","minecraft:white_carpet",0.10,0.10
"Minecraft","minecraft:white_concrete",1.80,1.80
"Minecraft","minecraft:white_concrete_powder",0.50,0.50
"Minecraft","minecraft:white_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:white_shulker_box",2.00,2.00
"Minecraft","minecraft:white_stained_glass",0.30,0.30
"Minecraft","minecraft:white_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:white_terracotta",1.25,4.20
"Minecraft","minecraft:white_tulip",0.00,0.00
"Minecraft","minecraft:white_wall_banner",1.00,1.00
